,cardholder_info,credit_card_details,billing_address,reason_for_the_decline,transaction_info,transaction_references,fees
858,Full Name :Stephen Salazar                                                    Phone:(791)136-9434x14021                                                    Email:barbara22@hotmail.com                                                    Personal Number:                              (666)297-2575x6618,Expiritaion date:02/26                                                    Card Type:visa*****1152                                                    Bin Country Code:TH,Country:TH                                                    Zip Code:61460                                                    City:Port Joanna                                                    Address:52364 Michael Courts,Reply Code: 9951                            physical,Amount :110.78                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 161.127.140.196                                                    Order no': 6cc85c52-e621-492a-8534-954bf90f262b                                                    Source: ApprovedCharge                                                    Date:2020-11-11 01:30:38                            Approval Number: 0285823566Bank reference number:    DXVhCvWmsVyxzVRbComment:                    Cross-platform analyzing migrationReference Number 1: 9941Card Present: NoReference Number 2: JUloodMOADelXzkM,Original transaction:,Ratio Fee:5.54                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
859,Full Name :Brian Cruz                                                    Phone:781-950-1729x95055                                                    Email:nortonsusan@gmail.com                                                    Personal Number:                              281.171.3337x682,Expiritaion date:03/28                                                    Card Type:mastercard*****6910                                                    Bin Country Code:FR,Country:SA                                                    Zip Code:59314                                                    City:Shannonmouth                                                    Address:70271 Francis Meadow Suite 548,Amount :114.83                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 66.213.119.26                                                    Order no': c7a20e12-e8e6-4829-aa53-1f1e711b6155                                                    Source: ApprovedCharge                                                    Date:2021-10-18 03:33:17                            Approval Number: 0199290849Bank reference number:    BFnBzqvNfmwyvNOhComment:                    Monitored optimizing productReference Number 1: 2003Card Present: NoReference Number 2: VItphsvGvkvjvxxU,Original transaction:,Ratio Fee:5.74                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
860,Full Name :Keith Newman                                                    Phone:3023153821                                                    Email:jonathanpage@gmail.com                                                    Personal Number:                              +1-767-825-2591,Expiritaion date:12/22                                                    Card Type:visa*****6915                                                    Bin Country Code:DO,Country:TD                                                    Zip Code:11355                                                    City:South Valerie                                                    Address:938 Kristi Hills Suite 878,Reply Code: 3330,Amount :81.22                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 181.227.184.203                                                    Order no': d622fd2c-6f01-417f-b3c6-c615e1f9f457                                                    Source: ApprovedCharge                                                    Date:2021-09-21 13:49:54                            Approval Number: 0334814170Bank reference number:    xwSvFtMpMsrFxzDaComment:                    Customer-focused client-driven portalReference Number 1: 5686Card Present: NoReference Number 2: ItSXZpOIbpytYftd,Original transaction:,Ratio Fee:4.06                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
861,Full Name :Paul Phillips                                                    Phone:075-169-6302x566                                                    Email:teresa47@gmail.com                                                    Personal Number:                              (238)855-6268,Expiritaion date:10/23                                                    Card Type:mastercard*****2168                                                    Bin Country Code:AR,Country:MW                                                    Zip Code:22684                                                    City:Port Derekland                                                    Address:8495 Stafford Branch Apt. 402,Amount :602.73                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 131.221.177.246                                                    Order no': c39bdb18-f85a-4234-a58a-0330b6db3485                                                    Source: ApprovedCharge                                                    Date:2021-03-04 16:27:52                            Approval Number: 0654925062Bank reference number:    nMgpHjTpNFBksyoWComment:                    Front-line background challengeReference Number 1: 8660Card Present: NoReference Number 2: UktfcUgLNyuDtAvU,Original transaction:,Ratio Fee:30.14                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
862,Full Name :Jennifer Miller                                                    Phone:+1-797-935-2152x745                                                    Email:agordon@harris-manning.com                                                    Personal Number:                              554.810.8808x372,Expiritaion date:05/31                                                    Card Type:visa*****5118                                                    Bin Country Code:SC,Country:BH                                                    Zip Code:20594                                                    City:Lynnville                                                    Address:915 Dixon Bridge Suite 408,Amount :347.64                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 1.108.195.21                                                    Order no': 44741ae1-e07d-43cd-b865-f8deaea33bab                                                    Source: ApprovedCharge                                                    Date:2021-09-27 18:51:25                            Approval Number: 1104181622Bank reference number:    tysqFbILiQtmFaroComment:                    Re-engineered homogeneous matricesReference Number 1: 1632Card Present: NoReference Number 2: dBRxkDwpuoIObVSD,Original transaction:,Ratio Fee:17.38                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
863,Full Name :Rachael Harrison                                                    Phone:+1-559-647-2658                                                    Email:donald64@gmail.com                                                    Personal Number:                              349-475-4678x36033,Expiritaion date:10/21                                                    Card Type:visa*****5892                                                    Bin Country Code:TR,Country:GD                                                    Zip Code:82549                                                    City:West Ryanfort                                                    Address:938 Wolfe Lock Apt. 957,Reply Code: 7778                            yet,Amount :712.45                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 2.254.160.208                                                    Order no': 03ae4c09-f9df-41c5-ba41-e7aa48b5466e                                                    Source: ApprovedCharge                                                    Date:2021-04-07 05:36:15                            Approval Number: 1547656255Bank reference number:    KxpbbMjBWbqGEhUTComment:                    Multi-lateral national flexibilityReference Number 1: 6775Card Present: NoReference Number 2: KjfHfzjkHwCsNLWl,Original transaction:,Ratio Fee:35.62                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
864,Full Name :Margaret Patel                                                    Phone:+1-597-120-1760x012                                                    Email:tcampbell@lambert.biz                                                    Personal Number:                              497.656.2652,Expiritaion date:10/23                                                    Card Type:visa*****6797                                                    Bin Country Code:GT,Country:EG                                                    Zip Code:29427                                                    City:East John                                                    Address:9159 Andrew Hollow Suite 336,Amount :589.17                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 137.80.71.44                                                    Order no': 3810c2d9-e89b-41dd-8249-d54719c12a95                                                    Source: ApprovedCharge                                                    Date:2021-09-17 10:51:10                            Approval Number: 1725924587Bank reference number:    pChOroIhGkgQPqbBComment:                    Right-sized foreground definitionReference Number 1: 6351Card Present: NoReference Number 2: LoEQjQbsEBnJdOoj,Original transaction:,Ratio Fee:29.46                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
865,Full Name :Zachary Cabrera                                                    Phone:402.551.1382                                                    Email:nelsonsummer@hotmail.com                                                    Personal Number:                              576-642-9451x4734,Expiritaion date:06/28                                                    Card Type:visa*****7206                                                    Bin Country Code:MA,Country:GA                                                    Zip Code:61843                                                    City:New James                                                    Address:1296 Herman Brooks Apt. 003,Amount :48.37                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 88.63.47.98                                                    Order no': f6a0965c-66bc-4355-9fdc-fdb3f167defc                                                    Source: ApprovedCharge                                                    Date:2021-04-25 17:36:57                            Approval Number: 0235995797Bank reference number:    JHDEQUZiBSDUqfKrComment:                    Down-sized 24/7 structureReference Number 1: 7696Card Present: NoReference Number 2: vDWEtRYNQvKYyoQd,Original transaction:aed9c0da-36ea-4d9a-8b99-1bf36518bdff,Ratio Fee:2.42                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
866,Full Name :Kristopher Kidd                                                    Phone:(864)499-3337x13938                                                    Email:walshjulie@wilson-watson.com                                                    Personal Number:                              (826)456-6606x471,Expiritaion date:12/28                                                    Card Type:visa*****4176                                                    Bin Country Code:CN,Country:EE                                                    Zip Code:84641                                                    City:South Carlosburgh                                                    Address:83041 Carl Lodge Apt. 675,Reply Code: 804                            population,Amount :384.09                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 194.213.74.173                                                    Order no': 194ba690-9e69-43d8-bb4b-67e843fcfb90                                                    Source: ApprovedCharge                                                    Date:2021-03-11 01:37:35                            Approval Number: 1700599100Bank reference number:    HAChKyyIorlKYdMWComment:                    Advanced stable projectReference Number 1: 3821Card Present: NoReference Number 2: fmPPqTBXIrsuiUby,Original transaction:,Ratio Fee:19.2                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
867,Full Name :Michele Garcia                                                    Phone:885.628.4056                                                    Email:leslie12@hotmail.com                                                    Personal Number:                              938-463-8308,Expiritaion date:03/26                                                    Card Type:visa*****3631                                                    Bin Country Code:PL,Country:MV                                                    Zip Code:50878                                                    City:Carlsonmouth                                                    Address:1637 Ruiz Track,Amount :962.2                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 132.194.63.215                                                    Order no': fc7e526b-b247-452e-afc4-c58447d69fd2                                                    Source: ApprovedCharge                                                    Date:2021-07-24 05:20:37                            Approval Number: 0418005001Bank reference number:    naRayPibXBvuwCerComment:                    Persevering scalable customer loyaltyReference Number 1: 3246Card Present: NoReference Number 2: ielngPdTyCdweGcw,Original transaction:,Ratio Fee:48.11                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
868,Full Name :Brittney Harrison                                                    Phone:(360)106-6477x42143                                                    Email:tmacias@yahoo.com                                                    Personal Number:                              885-288-5600x92937,Expiritaion date:04/24                                                    Card Type:visa*****4005                                                    Bin Country Code:GW,Country:SO                                                    Zip Code:68223                                                    City:Jennahaven                                                    Address:6798 Christina Viaduct Apt. 572,Reply Code: 2035,Amount :543.03                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 149.182.130.45                                                    Order no': 5de988e7-b8f4-42b2-89ce-0c608514a92d                                                    Source: ApprovedCharge                                                    Date:2021-05-29 17:49:08                            Approval Number: 1823249655Bank reference number:    tLVJxxaWjUWXseGmComment:                    Up-sized optimizing contingencyReference Number 1: 2629Card Present: NoReference Number 2: vEzvkJDLPKlYPhaR,Original transaction:,Ratio Fee:27.15                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
869,Full Name :Daniel Owens                                                    Phone:001-632-548-0795x11440                                                    Email:adriannelson@tyler-lopez.com                                                    Personal Number:                              001-486-2544x4997,Expiritaion date:05/28                                                    Card Type:visa*****5561                                                    Bin Country Code:AG,Country:ME                                                    Zip Code:74000                                                    City:Markside                                                    Address:876 Kelly Summit,Reply Code: 3176,Amount :178.86                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 71.123.179.23                                                    Order no': c62f2abb-c95f-4de4-a7c8-0552d171df86                                                    Source: ApprovedCharge                                                    Date:2021-09-27 13:24:58                            Approval Number: 0963039571Bank reference number:    nvrdftPmCTBrtkUxComment:                    Monitored executive policyReference Number 1: 5696Card Present: NoReference Number 2: VehJCaknYXDkAOYL,Original transaction:,Ratio Fee:8.94                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
870,Full Name :Rodney Gomez                                                    Phone:(247)183-3758x56755                                                    Email:knightronald@yahoo.com                                                    Personal Number:                              (428)219-9983,Expiritaion date:03/29                                                    Card Type:mastercard*****6536                                                    Bin Country Code:AD,Country:LV                                                    Zip Code:55257                                                    City:Cruzshire                                                    Address:361 Dominguez Pike,Amount :261.2                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 150.146.88.241                                                    Order no': afd8c538-f3a5-4b26-9b3c-bd4221cce63f                                                    Source: ApprovedCharge                                                    Date:2021-11-23 12:43:24                            Approval Number: 0517294095Bank reference number:    PopWmYUqPbmPfnxCComment:                    Object-based composite arrayReference Number 1: 8851Card Present: NoReference Number 2: pzFfriyICHfrvVWr,Original transaction:,Ratio Fee:13.06                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
871,Full Name :Christina Armstrong                                                    Phone:405-110-6656x179                                                    Email:ffrazier@yahoo.com                                                    Personal Number:                              (791)284-8669x63927,Expiritaion date:12/27                                                    Card Type:visa*****3631                                                    Bin Country Code:EG,Country:PW                                                    Zip Code:51071                                                    City:Timothyburgh                                                    Address:3758 Deborah Station,Reply Code: 1255,Amount :365.69                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 205.33.142.165                                                    Order no': a93b731c-0754-438c-a09c-8181a62586c1                                                    Source: ApprovedCharge                                                    Date:2021-04-12 23:37:46                            Approval Number: 0717110176Bank reference number:    fTozGFNJWGtzesEPComment:                    Grass-roots motivating leverageReference Number 1: 1864Card Present: NoReference Number 2: RqbSfiMSbloroCLy,Original transaction:,Ratio Fee:18.28                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
872,Full Name :Ebony Gonzalez                                                    Phone:001-652-722-8101                                                    Email:samuelchristian@gmail.com                                                    Personal Number:                              551-821-9333x44443,Expiritaion date:12/28                                                    Card Type:visa*****1997                                                    Bin Country Code:PK,Country:HR                                                    Zip Code:57299                                                    City:Davidhaven                                                    Address:1732 Jacob Roads,Amount :448.85                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 182.35.173.169                                                    Order no': b87ab369-d0c6-4141-bd9d-8ec240082518                                                    Source: ApprovedCharge                                                    Date:2021-02-18 18:00:40                            Approval Number: 1437234542Bank reference number:    LIpXMNgqYPDdjHAIComment:                    Public-key coherent knowledge userReference Number 1: 973Card Present: NoReference Number 2: fSMBxAdUUATzCwfp,Original transaction:,Ratio Fee:22.44                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
873,Full Name :Kristine Bates                                                    Phone:241.865.6580                                                    Email:tony22@ferguson.com                                                    Personal Number:                              (529)025-1304x328,Expiritaion date:04/25                                                    Card Type:visa*****2795                                                    Bin Country Code:NI,Country:TW                                                    Zip Code:18593                                                    City:Zimmermanmouth                                                    Address:6390 Sara Street Suite 238,Amount :469.42                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 31.38.106.38                                                    Order no': 365cbb26-aabe-4630-bccf-d345802a8b40                                                    Source: ApprovedCharge                                                    Date:2021-06-01 01:16:08                            Approval Number: 1707284660Bank reference number:    DEAzFTCOzvjaCwNEComment:                    Compatible even-keeled Local Area NetworkReference Number 1: 8938Card Present: NoReference Number 2: inoIakgUjxhScxyl,Original transaction:,Ratio Fee:23.47                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
874,Full Name :Shannon Russell                                                    Phone:001-352-259-1235x537                                                    Email:davisconnie@wallace-farrell.net                                                    Personal Number:                              255.062.4637,Expiritaion date:08/26                                                    Card Type:visa*****9474                                                    Bin Country Code:NO,Country:IS                                                    Zip Code:25406                                                    City:Johnsonville                                                    Address:493 Merritt Mountains,Amount :98.51                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 206.3.189.204                                                    Order no': 01bfd573-0ce7-45cd-9e66-6820bdcdd999                                                    Source: ApprovedCharge                                                    Date:2020-12-28 08:48:48                            Approval Number: 0712020942Bank reference number:    OhWzNZIAbtcHHGZGComment:                    Assimilated multi-tasking knowledgebaseReference Number 1: 9624Card Present: NoReference Number 2: zGZvnTXMLghjJeMw,Original transaction:390a2a43-737a-4bb9-8f31-7c958297df82,Ratio Fee:4.93                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
875,Full Name :Seth Smith                                                    Phone:198-081-8421x85325                                                    Email:greenedward@robles.org                                                    Personal Number:                              +1-334-331-3019x4913,Expiritaion date:07/24                                                    Card Type:mastercard*****6913                                                    Bin Country Code:SR,Country:AT                                                    Zip Code:34758                                                    City:Wagnermouth                                                    Address:2502 Kimberly Fields,Reply Code: 7324,Amount :256.45                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 215.98.107.187                                                    Order no': 883e0f93-ffdb-44a0-baf5-adeffa9ef11c                                                    Source: ApprovedCharge                                                    Date:2021-01-14 14:03:03                            Approval Number: 150824538XBank reference number:    EeJxIklxUxUGWdIAComment:                    Polarized client-server open systemReference Number 1: 5290Card Present: NoReference Number 2: msUjhtAzUZXwWwQJ,Original transaction:,Ratio Fee:12.82                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
876,Full Name :Billy Perkins                                                    Phone:622-431-5983x926                                                    Email:robertkerr@hotmail.com                                                    Personal Number:                              +1-828-515-0262,Expiritaion date:09/28                                                    Card Type:visa*****6987                                                    Bin Country Code:TO,Country:KE                                                    Zip Code:99779                                                    City:New Jenna                                                    Address:24021 Deborah Land,Amount :614.77                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 183.48.74.7                                                    Order no': 9fbe6cde-06e7-4a98-8a67-11ba4b2b0dfb                                                    Source: ApprovedCharge                                                    Date:2021-02-21 23:43:57                            Approval Number: 1367960207Bank reference number:    KGZEZoBrpRozIczvComment:                    De-engineered heuristic accessReference Number 1: 3086Card Present: NoReference Number 2: KCfFYbbigjgJGJtn,Original transaction:,Ratio Fee:30.74                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
877,Full Name :Julian Hatfield                                                    Phone:629-426-1561                                                    Email:eball@gmail.com                                                    Personal Number:                              (419)212-1513,Expiritaion date:10/24                                                    Card Type:visa*****7252                                                    Bin Country Code:ST,Country:CR                                                    Zip Code:69402                                                    City:Clarkberg                                                    Address:6064 Haas Trace,Reply Code: 9997,Amount :841.72                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 210.134.135.176                                                    Order no': 0c85d679-c927-45bd-89ee-986ad372603f                                                    Source: ApprovedCharge                                                    Date:2021-04-25 10:40:17                            Approval Number: 1093171375Bank reference number:    BoUGpTstnxsRVURUComment:                    Inverse 5thgeneration circuitReference Number 1: 1725Card Present: NoReference Number 2: QLBJqrYtkonujDPq,Original transaction:,Ratio Fee:42.09                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
878,Full Name :Alan Henry                                                    Phone:+1-532-917-7019                                                    Email:elizabethcollins@hotmail.com                                                    Personal Number:                              (514)825-0840x80663,Expiritaion date:09/21                                                    Card Type:mastercard*****6116                                                    Bin Country Code:AF,Country:ID                                                    Zip Code:64162                                                    City:New Derekstad                                                    Address:1610 Hill Avenue,Amount :920.5                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 132.19.41.251                                                    Order no': 33ebe7b7-a230-447c-8caf-16d74f9570b3                                                    Source: ApprovedCharge                                                    Date:2020-12-04 04:08:23                            Approval Number: 0681806680Bank reference number:    sELwQOyPUjJbWrngComment:                    Re-engineered background process improvementReference Number 1: 3377Card Present: NoReference Number 2: HOTuRWEsVVqrBvZS,Original transaction:a8a93e81-9bff-4e2f-9ef0-2785014b8dc8,Ratio Fee:46.03                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
879,Full Name :Jennifer Cuevas                                                    Phone:(432)490-9509                                                    Email:nschneider@yahoo.com                                                    Personal Number:                              (176)783-9329x22956,Expiritaion date:11/24                                                    Card Type:visa*****5938                                                    Bin Country Code:PY,Country:ME                                                    Zip Code:18330                                                    City:Andrewtown                                                    Address:750 Miller Station,Amount :876.43                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 102.92.41.71                                                    Order no': d80fae75-5329-4a16-a162-8ef4d07c4cb1                                                    Source: ApprovedCharge                                                    Date:2021-10-29 21:38:11                            Approval Number: 0144423677Bank reference number:    WzJbVDEngVVEuilGComment:                    Reverse-engineered responsive secured lineReference Number 1: 4685Card Present: NoReference Number 2: qHwvbJUtMpnFrckW,Original transaction:,Ratio Fee:43.82                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
880,Full Name :Angela Curtis                                                    Phone:(372)422-2289x21338                                                    Email:parkerkimberly@acosta.com                                                    Personal Number:                              675-335-3954x332,Expiritaion date:02/26                                                    Card Type:visa*****8823                                                    Bin Country Code:KH,Country:SV                                                    Zip Code:81367                                                    City:Masonhaven                                                    Address:006 Debra Wall,Reply Code: 355,Amount :567.86                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 186.38.58.193                                                    Order no': 363a0805-aff6-465e-b68b-c771a4f7eb1d                                                    Source: ApprovedCharge                                                    Date:2021-01-19 10:42:18                            Approval Number: 0981026397Bank reference number:    BsajxXXAXFeUQMdlComment:                    Intuitive intermediate solutionReference Number 1: 4712Card Present: NoReference Number 2: OGcsvPMjpkEbBWzM,Original transaction:,Ratio Fee:28.39                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
881,Full Name :Samantha Allen                                                    Phone:(765)650-1091x104                                                    Email:bethjackson@thomas-williams.net                                                    Personal Number:                              530-889-8086x233,Expiritaion date:01/25                                                    Card Type:mastercard*****0409                                                    Bin Country Code:BA,Country:BD                                                    Zip Code:61187                                                    City:South Pamelashire                                                    Address:4018 Robert Throughway Apt. 150,Reply Code: 6304                            occur,Amount :297.98                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 35.53.43.161                                                    Order no': 0b359657-d254-4610-8b95-fa5d7646414d                                                    Source: ApprovedCharge                                                    Date:2020-12-12 04:13:13                            Approval Number: 085438989XBank reference number:    cpNwOTFdzxBAOAfVComment:                    Multi-tiered stable focus groupReference Number 1: 2121Card Present: NoReference Number 2: jdujiWwjuqqLzGeR,Original transaction:,Ratio Fee:14.9                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
882,Full Name :Nicole Gross                                                    Phone:(645)344-0778                                                    Email:judith26@yahoo.com                                                    Personal Number:                              735.990.1725x256,Expiritaion date:08/25                                                    Card Type:mastercard*****3766                                                    Bin Country Code:SL,Country:PT                                                    Zip Code:01757                                                    City:Robertshire                                                    Address:38027 Tiffany Shore Apt. 062,Amount :469.49                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 4.150.201.51                                                    Order no': a91304a4-645e-469d-b58b-232398033f1d                                                    Source: ApprovedCharge                                                    Date:2021-04-11 17:36:58                            Approval Number: 1557581460Bank reference number:    uDWrVGLZfRQGmIAfComment:                    Customizable optimizing capacityReference Number 1: 3484Card Present: NoReference Number 2: NtAQlYRsmfVUrPNT,Original transaction:,Ratio Fee:23.47                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
